,target_code,filepath,set
124,BCC,..\datasets\PAD-UFES-20\images\PAT_441_861_415.png,train
125,NEV,..\datasets\PAD-UFES-20\images\PAT_958_1812_62.png,train
126,SCC,..\datasets\PAD-UFES-20\images\PAT_319_680_832.png,test
127,ACK,..\datasets\PAD-UFES-20\images\PAT_999_20_223.png,valid
128,SEK,..\datasets\PAD-UFES-20\images\PAT_1305_4097_251.png,train
129,BCC,..\datasets\PAD-UFES-20\images\PAT_796_1510_130.png,train
130,SCC,..\datasets\PAD-UFES-20\images\PAT_963_1819_298.png,train
131,SEK,..\datasets\PAD-UFES-20\images\PAT_1730_3236_7.png,train
132,ACK,..\datasets\PAD-UFES-20\images\PAT_1546_1871_376.png,train
133,ACK,..\datasets\PAD-UFES-20\images\PAT_2154_4783_625.png,train
134,BCC,..\datasets\PAD-UFES-20\images\PAT_413_819_268.png,train
135,ACK,..\datasets\PAD-UFES-20\images\PAT_1414_1432_969.png,test
136,BCC,..\datasets\PAD-UFES-20\images\PAT_690_1309_981.png,train
137,NEV,..\datasets\PAD-UFES-20\images\PAT_2127_4662_596.png,valid
138,ACK,..\datasets\PAD-UFES-20\images\PAT_1552_1895_190.png,valid
139,NEV,..\datasets\PAD-UFES-20\images\PAT_1754_3308_390.png,train
140,BCC,..\datasets\PAD-UFES-20\images\PAT_118_180_386.png,train
141,BCC,..\datasets\PAD-UFES-20\images\PAT_850_1611_332.png,train
142,SCC,..\datasets\PAD-UFES-20\images\PAT_771_1488_562.png,train
143,ACK,..\datasets\PAD-UFES-20\images\PAT_1410_1410_46.png,train
144,SCC,..\datasets\PAD-UFES-20\images\PAT_365_751_709.png,train
145,BCC,..\datasets\PAD-UFES-20\images\PAT_63_1075_498.png,train
146,ACK,..\datasets\PAD-UFES-20\images\PAT_207_3951_140.png,train
147,BCC,..\datasets\PAD-UFES-20\images\PAT_483_925_716.png,train
148,BCC,..\datasets\PAD-UFES-20\images\PAT_358_738_837.png,train
149,BCC,..\datasets\PAD-UFES-20\images\PAT_875_1670_121.png,train
150,BCC,..\datasets\PAD-UFES-20\images\PAT_645_1300_463.png,train
151,BCC,..\datasets\PAD-UFES-20\images\PAT_514_967_300.png,train
152,SEK,..\datasets\PAD-UFES-20\images\PAT_1286_1000_517.png,train
153,BCC,..\datasets\PAD-UFES-20\images\PAT_330_698_211.png,train
154,ACK,..\datasets\PAD-UFES-20\images\PAT_1062_264_741.png,train
155,ACK,..\datasets\PAD-UFES-20\images\PAT_792_4351_858.png,train
156,ACK,..\datasets\PAD-UFES-20\images\PAT_1728_3234_299.png,test
157,BCC,..\datasets\PAD-UFES-20\images\PAT_722_1377_120.png,test
158,ACK,..\datasets\PAD-UFES-20\images\PAT_2076_4459_450.png,train
159,BCC,..\datasets\PAD-UFES-20\images\PAT_280_431_466.png,train
160,ACK,..\datasets\PAD-UFES-20\images\PAT_2008_4126_489.png,test
161,ACK,..\datasets\PAD-UFES-20\images\PAT_1411_1414_355.png,train
162,ACK,..\datasets\PAD-UFES-20\images\PAT_655_926_447.png,train
163,ACK,..\datasets\PAD-UFES-20\images\PAT_1651_2914_833.png,train
164,MEL,..\datasets\PAD-UFES-20\images\PAT_966_1825_546.png,test
165,BCC,..\datasets\PAD-UFES-20\images\PAT_396_796_394.png,train
166,SEK,..\datasets\PAD-UFES-20\images\PAT_1701_3135_5.png,train
167,NEV,..\datasets\PAD-UFES-20\images\PAT_2042_4301_636.png,train
168,SCC,..\datasets\PAD-UFES-20\images\PAT_216_331_678.png,train
169,BCC,..\datasets\PAD-UFES-20\images\PAT_747_1408_427.png,train
170,BCC,..\datasets\PAD-UFES-20\images\PAT_691_1311_686.png,train
171,BCC,..\datasets\PAD-UFES-20\images\PAT_34_47_108.png,train
172,ACK,..\datasets\PAD-UFES-20\images\PAT_1277_964_152.png,train
173,SCC,..\datasets\PAD-UFES-20\images\PAT_361_1568_456.png,train
174,BCC,..\datasets\PAD-UFES-20\images\PAT_162_252_773.png,train
175,ACK,..\datasets\PAD-UFES-20\images\PAT_1794_3435_711.png,train
176,NEV,..\datasets\PAD-UFES-20\images\PAT_1702_3548_386.png,train
177,BCC,..\datasets\PAD-UFES-20\images\PAT_267_412_275.png,train
178,SCC,..\datasets\PAD-UFES-20\images\PAT_395_795_43.png,test
179,NEV,..\datasets\PAD-UFES-20\images\PAT_465_901_627.png,train
180,ACK,..\datasets\PAD-UFES-20\images\PAT_306_1646_903.png,train
181,ACK,..\datasets\PAD-UFES-20\images\PAT_249_380_366.png,valid
182,BCC,..\datasets\PAD-UFES-20\images\PAT_985_1856_397.png,train
183,BCC,..\datasets\PAD-UFES-20\images\PAT_458_891_709.png,train
184,ACK,..\datasets\PAD-UFES-20\images\PAT_747_1410_179.png,train
185,ACK,..\datasets\PAD-UFES-20\images\PAT_1316_1114_517.png,train
186,NEV,..\datasets\PAD-UFES-20\images\PAT_398_799_163.png,train
187,SCC,..\datasets\PAD-UFES-20\images\PAT_953_1806_326.png,train
188,BCC,..\datasets\PAD-UFES-20\images\PAT_466_903_893.png,train
189,ACK,..\datasets\PAD-UFES-20\images\PAT_1132_508_325.png,train
190,ACK,..\datasets\PAD-UFES-20\images\PAT_300_648_84.png,train
191,BCC,..\datasets\PAD-UFES-20\images\PAT_82_125_365.png,test
192,BCC,..\datasets\PAD-UFES-20\images\PAT_478_916_806.png,train
193,NEV,..\datasets\PAD-UFES-20\images\PAT_1089_375_677.png,train
194,SCC,..\datasets\PAD-UFES-20\images\PAT_76_1039_269.png,train
195,SCC,..\datasets\PAD-UFES-20\images\PAT_663_1254_732.png,train
196,BCC,..\datasets\PAD-UFES-20\images\PAT_206_312_760.png,train
197,ACK,..\datasets\PAD-UFES-20\images\PAT_1566_2435_150.png,train
198,ACK,..\datasets\PAD-UFES-20\images\PAT_1955_3947_778.png,train
199,ACK,..\datasets\PAD-UFES-20\images\PAT_1638_2878_536.png,train
200,NEV,..\datasets\PAD-UFES-20\images\PAT_1298_1051_831.png,train
201,BCC,..\datasets\PAD-UFES-20\images\PAT_167_258_711.png,train
202,BCC,..\datasets\PAD-UFES-20\images\PAT_54_83_405.png,test
203,ACK,..\datasets\PAD-UFES-20\images\PAT_997_14_40.png,train
204,BCC,..\datasets\PAD-UFES-20\images\PAT_373_761_708.png,train
205,SEK,..\datasets\PAD-UFES-20\images\PAT_1509_1741_810.png,train
206,BCC,..\datasets\PAD-UFES-20\images\PAT_228_348_535.png,train
207,SEK,..\datasets\PAD-UFES-20\images\PAT_1871_3666_675.png,train
208,BCC,..\datasets\PAD-UFES-20\images\PAT_547_1033_911.png,train
209,SEK,..\datasets\PAD-UFES-20\images\PAT_1582_2574_890.png,train
211,BCC,..\datasets\PAD-UFES-20\images\PAT_699_1320_901.png,train
212,BCC,..\datasets\PAD-UFES-20\images\PAT_221_339_566.png,train
213,BCC,..\datasets\PAD-UFES-20\images\PAT_803_1522_907.png,train
214,SEK,..\datasets\PAD-UFES-20\images\PAT_256_295_583.png,train
215,BCC,..\datasets\PAD-UFES-20\images\PAT_115_175_206.png,train
216,NEV,..\datasets\PAD-UFES-20\images\PAT_759_1433_973.png,train
217,ACK,..\datasets\PAD-UFES-20\images\PAT_782_1493_140.png,train
218,SEK,..\datasets\PAD-UFES-20\images\PAT_1942_3915_388.png,train
219,ACK,..\datasets\PAD-UFES-20\images\PAT_1125_492_523.png,train
220,BCC,..\datasets\PAD-UFES-20\images\PAT_256_394_449.png,train
221,BCC,..\datasets\PAD-UFES-20\images\PAT_385_783_574.png,train
222,BCC,..\datasets\PAD-UFES-20\images\PAT_721_1365_142.png,train
223,SCC,..\datasets\PAD-UFES-20\images\PAT_940_1774_962.png,train
224,BCC,..\datasets\PAD-UFES-20\images\PAT_316_674_924.png,train
225,BCC,..\datasets\PAD-UFES-20\images\PAT_243_372_119.png,train
226,ACK,..\datasets\PAD-UFES-20\images\PAT_1094_381_446.png,train
227,ACK,..\datasets\PAD-UFES-20\images\PAT_412_818_61.png,train
228,BCC,..\datasets\PAD-UFES-20\images\PAT_359_740_46.png,train
229,BCC,..\datasets\PAD-UFES-20\images\PAT_842_1606_720.png,train
230,ACK,..\datasets\PAD-UFES-20\images\PAT_1082_342_705.png,train
231,ACK,..\datasets\PAD-UFES-20\images\PAT_1821_3575_920.png,train
232,BCC,..\datasets\PAD-UFES-20\images\PAT_526_991_109.png,train
233,SEK,..\datasets\PAD-UFES-20\images\PAT_1460_1598_959.png,test
234,BCC,..\datasets\PAD-UFES-20\images\PAT_15_1001_749.png,train
235,ACK,..\datasets\PAD-UFES-20\images\PAT_1547_1874_432.png,train
236,ACK,..\datasets\PAD-UFES-20\images\PAT_880_1673_410.png,train
237,BCC,..\datasets\PAD-UFES-20\images\PAT_730_1383_535.png,train
238,BCC,..\datasets\PAD-UFES-20\images\PAT_948_1801_993.png,train
239,BCC,..\datasets\PAD-UFES-20\images\PAT_962_1823_857.png,valid
240,BCC,..\datasets\PAD-UFES-20\images\PAT_21_982_266.png,train
241,NEV,..\datasets\PAD-UFES-20\images\PAT_839_1591_204.png,train
242,BCC,..\datasets\PAD-UFES-20\images\PAT_257_395_866.png,train
243,NEV,..\datasets\PAD-UFES-20\images\PAT_1217_762_198.png,test
244,SCC,..\datasets\PAD-UFES-20\images\PAT_397_798_482.png,train
245,ACK,..\datasets\PAD-UFES-20\images\PAT_1481_1674_735.png,train
246,NEV,..\datasets\PAD-UFES-20\images\PAT_665_1262_774.png,valid
247,BCC,..\datasets\PAD-UFES-20\images\PAT_976_1837_861.png,train
248,BCC,..\datasets\PAD-UFES-20\images\PAT_827_1600_1000.png,valid
249,SEK,..\datasets\PAD-UFES-20\images\PAT_1764_3335_366.png,valid
250,BCC,..\datasets\PAD-UFES-20\images\PAT_645_1223_124.png,train
251,BCC,..\datasets\PAD-UFES-20\images\PAT_185_285_862.png,valid
252,NEV,..\datasets\PAD-UFES-20\images\PAT_1333_1177_261.png,test
253,SEK,..\datasets\PAD-UFES-20\images\PAT_1461_1600_867.png,valid
254,NEV,..\datasets\PAD-UFES-20\images\PAT_1658_2933_322.png,train
255,ACK,..\datasets\PAD-UFES-20\images\PAT_1013_82_876.png,train
256,SEK,..\datasets\PAD-UFES-20\images\PAT_2066_4417_201.png,train
257,ACK,..\datasets\PAD-UFES-20\images\PAT_1027_128_854.png,train
258,ACK,..\datasets\PAD-UFES-20\images\PAT_1307_1092_878.png,test
259,ACK,..\datasets\PAD-UFES-20\images\PAT_1593_2651_122.png,train
260,BCC,..\datasets\PAD-UFES-20\images\PAT_375_763_732.png,valid
261,ACK,..\datasets\PAD-UFES-20\images\PAT_302_1633_845.png,train
262,MEL,..\datasets\PAD-UFES-20\images\PAT_495_941_26.png,train
263,BCC,..\datasets\PAD-UFES-20\images\PAT_535_1012_145.png,train
264,SEK,..\datasets\PAD-UFES-20\images\PAT_1583_2607_628.png,train
265,BCC,..\datasets\PAD-UFES-20\images\PAT_121_184_502.png,train
266,MEL,..\datasets\PAD-UFES-20\images\PAT_614_1166_885.png,train
267,BCC,..\datasets\PAD-UFES-20\images\PAT_524_987_738.png,train
268,BCC,..\datasets\PAD-UFES-20\images\PAT_381_775_566.png,train
269,ACK,..\datasets\PAD-UFES-20\images\PAT_1774_3352_474.png,train
270,BCC,..\datasets\PAD-UFES-20\images\PAT_375_763_980.png,valid
271,BCC,..\datasets\PAD-UFES-20\images\PAT_79_120_739.png,train
272,ACK,..\datasets\PAD-UFES-20\images\PAT_587_3431_6.png,train
273,BCC,..\datasets\PAD-UFES-20\images\PAT_666_1268_870.png,train
275,BCC,..\datasets\PAD-UFES-20\images\PAT_364_749_377.png,train
276,BCC,..\datasets\PAD-UFES-20\images\PAT_576_1089_435.png,train
277,BCC,..\datasets\PAD-UFES-20\images\PAT_952_1807_58.png,train
278,ACK,..\datasets\PAD-UFES-20\images\PAT_1128_497_322.png,test
279,BCC,..\datasets\PAD-UFES-20\images\PAT_485_928_796.png,train
280,BCC,..\datasets\PAD-UFES-20\images\PAT_39_55_233.png,train
281,MEL,..\datasets\PAD-UFES-20\images\PAT_340_714_68.png,train
282,ACK,..\datasets\PAD-UFES-20\images\PAT_1981_4023_673.png,valid
283,BCC,..\datasets\PAD-UFES-20\images\PAT_315_673_227.png,train
284,ACK,..\datasets\PAD-UFES-20\images\PAT_1071_313_789.png,train
285,ACK,..\datasets\PAD-UFES-20\images\PAT_59_94_849.png,train
286,SCC,..\datasets\PAD-UFES-20\images\PAT_338_710_319.png,train
287,ACK,..\datasets\PAD-UFES-20\images\PAT_1324_1145_309.png,train
288,SEK,..\datasets\PAD-UFES-20\images\PAT_1914_3822_863.png,train
289,NEV,..\datasets\PAD-UFES-20\images\PAT_672_1272_705.png,train
290,ACK,..\datasets\PAD-UFES-20\images\PAT_2122_4642_680.png,train
291,ACK,..\datasets\PAD-UFES-20\images\PAT_886_1684_297.png,train
292,SEK,..\datasets\PAD-UFES-20\images\PAT_93_361_203.png,train
293,ACK,..\datasets\PAD-UFES-20\images\PAT_270_1386_755.png,train
294,SCC,..\datasets\PAD-UFES-20\images\PAT_908_1726_939.png,valid
295,BCC,..\datasets\PAD-UFES-20\images\PAT_666_1271_645.png,train
296,MEL,..\datasets\PAD-UFES-20\images\PAT_115_1138_870.png,train
297,ACK,..\datasets\PAD-UFES-20\images\PAT_585_1130_474.png,train
298,BCC,..\datasets\PAD-UFES-20\images\PAT_464_1794_78.png,train
299,BCC,..\datasets\PAD-UFES-20\images\PAT_380_773_542.png,train
300,BCC,..\datasets\PAD-UFES-20\images\PAT_587_1117_880.png,train
301,ACK,..\datasets\PAD-UFES-20\images\PAT_1665_2978_578.png,train
302,SCC,..\datasets\PAD-UFES-20\images\PAT_500_947_77.png,train
303,ACK,..\datasets\PAD-UFES-20\images\PAT_2011_4140_988.png,train
304,SCC,..\datasets\PAD-UFES-20\images\PAT_600_1141_542.png,train
305,ACK,..\datasets\PAD-UFES-20\images\PAT_1661_2956_357.png,train
306,ACK,..\datasets\PAD-UFES-20\images\PAT_1428_1489_38.png,train
307,SEK,..\datasets\PAD-UFES-20\images\PAT_1682_3050_600.png,test
308,BCC,..\datasets\PAD-UFES-20\images\PAT_832_1569_413.png,train
309,SCC,..\datasets\PAD-UFES-20\images\PAT_131_197_974.png,test
310,SEK,..\datasets\PAD-UFES-20\images\PAT_270_1382_561.png,train
311,BCC,..\datasets\PAD-UFES-20\images\PAT_170_264_785.png,train
312,NEV,..\datasets\PAD-UFES-20\images\PAT_1364_1246_420.png,train
313,BCC,..\datasets\PAD-UFES-20\images\PAT_192_295_164.png,train
314,SCC,..\datasets\PAD-UFES-20\images\PAT_93_142_269.png,train
315,ACK,..\datasets\PAD-UFES-20\images\PAT_831_1570_991.png,train
316,BCC,..\datasets\PAD-UFES-20\images\PAT_840_1595_981.png,train
317,ACK,..\datasets\PAD-UFES-20\images\PAT_792_1498_936.png,train
318,SEK,..\datasets\PAD-UFES-20\images\PAT_2155_4784_483.png,valid
319,BCC,..\datasets\PAD-UFES-20\images\PAT_291_446_704.png,train
320,ACK,..\datasets\PAD-UFES-20\images\PAT_1392_1353_161.png,train
321,BCC,..\datasets\PAD-UFES-20\images\PAT_551_1047_567.png,train
322,SEK,..\datasets\PAD-UFES-20\images\PAT_939_1791_329.png,train
323,ACK,..\datasets\PAD-UFES-20\images\PAT_1057_242_297.png,valid
324,ACK,..\datasets\PAD-UFES-20\images\PAT_1760_3326_525.png,test
325,BCC,..\datasets\PAD-UFES-20\images\PAT_346_720_265.png,valid
326,SCC,..\datasets\PAD-UFES-20\images\PAT_259_399_801.png,valid
327,BCC,..\datasets\PAD-UFES-20\images\PAT_838_1587_73.png,train
328,BCC,..\datasets\PAD-UFES-20\images\PAT_738_1397_966.png,train
329,ACK,..\datasets\PAD-UFES-20\images\PAT_728_1533_952.png,test
330,BCC,..\datasets\PAD-UFES-20\images\PAT_372_760_267.png,train
331,SEK,..\datasets\PAD-UFES-20\images\PAT_1922_3848_451.png,train
332,ACK,..\datasets\PAD-UFES-20\images\PAT_286_1458_381.png,train
333,BCC,..\datasets\PAD-UFES-20\images\PAT_161_250_338.png,valid
334,SCC,..\datasets\PAD-UFES-20\images\PAT_349_724_750.png,train
335,BCC,..\datasets\PAD-UFES-20\images\PAT_522_986_305.png,train
336,NEV,..\datasets\PAD-UFES-20\images\PAT_793_1512_513.png,valid
337,BCC,..\datasets\PAD-UFES-20\images\PAT_462_896_893.png,train
338,MEL,..\datasets\PAD-UFES-20\images\PAT_895_1699_872.png,train
339,BCC,..\datasets\PAD-UFES-20\images\PAT_545_1030_854.png,test
340,BCC,..\datasets\PAD-UFES-20\images\PAT_145_216_158.png,train
341,BCC,..\datasets\PAD-UFES-20\images\PAT_214_329_70.png,train
342,ACK,..\datasets\PAD-UFES-20\images\PAT_1124_489_151.png,train
343,BCC,..\datasets\PAD-UFES-20\images\PAT_513_964_343.png,train
344,NEV,..\datasets\PAD-UFES-20\images\PAT_439_859_283.png,train
345,ACK,..\datasets\PAD-UFES-20\images\PAT_108_162_660.png,train
346,ACK,..\datasets\PAD-UFES-20\images\PAT_1031_148_29.png,train
347,SEK,..\datasets\PAD-UFES-20\images\PAT_1826_3580_871.png,train
348,SEK,..\datasets\PAD-UFES-20\images\PAT_354_1817_500.png,train
349,SEK,..\datasets\PAD-UFES-20\images\PAT_1619_2774_616.png,train
350,ACK,..\datasets\PAD-UFES-20\images\PAT_1993_4076_174.png,train
351,ACK,..\datasets\PAD-UFES-20\images\PAT_1729_3235_909.png,train
352,ACK,..\datasets\PAD-UFES-20\images\PAT_1145_534_524.png,test
353,BCC,..\datasets\PAD-UFES-20\images\PAT_510_959_174.png,test
354,BCC,..\datasets\PAD-UFES-20\images\PAT_974_1841_693.png,train
355,BCC,..\datasets\PAD-UFES-20\images\PAT_580_1104_684.png,valid
356,BCC,..\datasets\PAD-UFES-20\images\PAT_207_313_709.png,train
357,NEV,..\datasets\PAD-UFES-20\images\PAT_1945_3923_428.png,train
358,ACK,..\datasets\PAD-UFES-20\images\PAT_1875_3689_646.png,train
359,BCC,..\datasets\PAD-UFES-20\images\PAT_935_1781_341.png,test
360,ACK,..\datasets\PAD-UFES-20\images\PAT_493_3016_512.png,train
361,BCC,..\datasets\PAD-UFES-20\images\PAT_177_275_905.png,train
362,ACK,..\datasets\PAD-UFES-20\images\PAT_2157_4789_969.png,test
