,target_code,filepath,set
93,bkl,..\datasets\HAM10000\images\ISIC_0028774.jpg,train
94,bkl,..\datasets\HAM10000\images\ISIC_0030565.jpg,train
95,bkl,..\datasets\HAM10000\images\ISIC_0027023.jpg,train
96,bkl,..\datasets\HAM10000\images\ISIC_0029022.jpg,train
97,bkl,..\datasets\HAM10000\images\ISIC_0025388.jpg,train
98,bkl,..\datasets\HAM10000\images\ISIC_0028080.jpg,train
99,bkl,..\datasets\HAM10000\images\ISIC_0026153.jpg,train
100,bkl,..\datasets\HAM10000\images\ISIC_0025876.jpg,train
101,bkl,..\datasets\HAM10000\images\ISIC_0025063.jpg,train
102,bkl,..\datasets\HAM10000\images\ISIC_0032463.jpg,train
103,bkl,..\datasets\HAM10000\images\ISIC_0025548.jpg,train
104,bkl,..\datasets\HAM10000\images\ISIC_0032306.jpg,train
105,bkl,..\datasets\HAM10000\images\ISIC_0032304.jpg,train
106,bkl,..\datasets\HAM10000\images\ISIC_0031639.jpg,train
107,bkl,..\datasets\HAM10000\images\ISIC_0027957.jpg,train
108,bkl,..\datasets\HAM10000\images\ISIC_0031212.jpg,train
109,bkl,..\datasets\HAM10000\images\ISIC_0032382.jpg,train
110,bkl,..\datasets\HAM10000\images\ISIC_0027533.jpg,train
111,bkl,..\datasets\HAM10000\images\ISIC_0029674.jpg,train
112,bkl,..\datasets\HAM10000\images\ISIC_0028607.jpg,train
113,bkl,..\datasets\HAM10000\images\ISIC_0024623.jpg,train
114,bkl,..\datasets\HAM10000\images\ISIC_0029613.jpg,train
115,bkl,..\datasets\HAM10000\images\ISIC_0029418.jpg,train
116,bkl,..\datasets\HAM10000\images\ISIC_0027455.jpg,train
117,bkl,..\datasets\HAM10000\images\ISIC_0025906.jpg,train
118,bkl,..\datasets\HAM10000\images\ISIC_0027151.jpg,train
119,bkl,..\datasets\HAM10000\images\ISIC_0028646.jpg,train
120,bkl,..\datasets\HAM10000\images\ISIC_0026794.jpg,valid
121,bkl,..\datasets\HAM10000\images\ISIC_0034318.jpg,train
122,bkl,..\datasets\HAM10000\images\ISIC_0032972.jpg,train
123,bkl,..\datasets\HAM10000\images\ISIC_0032534.jpg,train
124,bkl,..\datasets\HAM10000\images\ISIC_0033785.jpg,train
125,bkl,..\datasets\HAM10000\images\ISIC_0033184.jpg,train
126,bkl,..\datasets\HAM10000\images\ISIC_0032929.jpg,train
127,bkl,..\datasets\HAM10000\images\ISIC_0032963.jpg,train
128,bkl,..\datasets\HAM10000\images\ISIC_0032949.jpg,valid
129,bkl,..\datasets\HAM10000\images\ISIC_0033322.jpg,valid
130,bkl,..\datasets\HAM10000\images\ISIC_0033127.jpg,valid
131,bkl,..\datasets\HAM10000\images\ISIC_0033041.jpg,valid
132,bkl,..\datasets\HAM10000\images\ISIC_0033900.jpg,valid
133,bkl,..\datasets\HAM10000\images\ISIC_0033361.jpg,valid
134,bkl,..\datasets\HAM10000\images\ISIC_0032732.jpg,train
135,bkl,..\datasets\HAM10000\images\ISIC_0032778.jpg,train
136,bkl,..\datasets\HAM10000\images\ISIC_0033466.jpg,train
137,bkl,..\datasets\HAM10000\images\ISIC_0030276.jpg,train
138,bkl,..\datasets\HAM10000\images\ISIC_0033583.jpg,train
139,bkl,..\datasets\HAM10000\images\ISIC_0033465.jpg,train
140,bkl,..\datasets\HAM10000\images\ISIC_0029683.jpg,train
141,bkl,..\datasets\HAM10000\images\ISIC_0033482.jpg,valid
142,bkl,..\datasets\HAM10000\images\ISIC_0033201.jpg,valid
143,bkl,..\datasets\HAM10000\images\ISIC_0032514.jpg,train
144,bkl,..\datasets\HAM10000\images\ISIC_0033691.jpg,train
145,bkl,..\datasets\HAM10000\images\ISIC_0033910.jpg,train
146,bkl,..\datasets\HAM10000\images\ISIC_0032556.jpg,train
147,bkl,..\datasets\HAM10000\images\ISIC_0033646.jpg,train
148,bkl,..\datasets\HAM10000\images\ISIC_0033592.jpg,train
149,bkl,..\datasets\HAM10000\images\ISIC_0033899.jpg,train
150,bkl,..\datasets\HAM10000\images\ISIC_0032842.jpg,train
151,bkl,..\datasets\HAM10000\images\ISIC_0032618.jpg,train
152,bkl,..\datasets\HAM10000\images\ISIC_0032513.jpg,train
153,bkl,..\datasets\HAM10000\images\ISIC_0033716.jpg,train
154,bkl,..\datasets\HAM10000\images\ISIC_0034011.jpg,train
155,bkl,..\datasets\HAM10000\images\ISIC_0033613.jpg,train
156,bkl,..\datasets\HAM10000\images\ISIC_0032877.jpg,train
157,bkl,..\datasets\HAM10000\images\ISIC_0034175.jpg,train
158,bkl,..\datasets\HAM10000\images\ISIC_0033523.jpg,train
159,bkl,..\datasets\HAM10000\images\ISIC_0029929.jpg,train
160,bkl,..\datasets\HAM10000\images\ISIC_0032978.jpg,train
161,bkl,..\datasets\HAM10000\images\ISIC_0033973.jpg,train
162,bkl,..\datasets\HAM10000\images\ISIC_0033761.jpg,train
163,bkl,..\datasets\HAM10000\images\ISIC_0033505.jpg,train
164,bkl,..\datasets\HAM10000\images\ISIC_0033280.jpg,train
165,bkl,..\datasets\HAM10000\images\ISIC_0033212.jpg,train
166,bkl,..\datasets\HAM10000\images\ISIC_0033770.jpg,train
167,bkl,..\datasets\HAM10000\images\ISIC_0032829.jpg,train
168,bkl,..\datasets\HAM10000\images\ISIC_0033601.jpg,train
169,bkl,..\datasets\HAM10000\images\ISIC_0033284.jpg,train
170,bkl,..\datasets\HAM10000\images\ISIC_0033908.jpg,train
171,bkl,..\datasets\HAM10000\images\ISIC_0033400.jpg,train
172,bkl,..\datasets\HAM10000\images\ISIC_0033677.jpg,train
173,bkl,..\datasets\HAM10000\images\ISIC_0033262.jpg,train
174,bkl,..\datasets\HAM10000\images\ISIC_0033437.jpg,train
175,bkl,..\datasets\HAM10000\images\ISIC_0032688.jpg,train
176,bkl,..\datasets\HAM10000\images\ISIC_0033195.jpg,train
177,bkl,..\datasets\HAM10000\images\ISIC_0032553.jpg,train
178,bkl,..\datasets\HAM10000\images\ISIC_0033252.jpg,train
179,bkl,..\datasets\HAM10000\images\ISIC_0032570.jpg,train
180,bkl,..\datasets\HAM10000\images\ISIC_0033736.jpg,train
181,bkl,..\datasets\HAM10000\images\ISIC_0033378.jpg,train
182,bkl,..\datasets\HAM10000\images\ISIC_0033379.jpg,train
183,bkl,..\datasets\HAM10000\images\ISIC_0033438.jpg,train
184,bkl,..\datasets\HAM10000\images\ISIC_0032983.jpg,train
185,bkl,..\datasets\HAM10000\images\ISIC_0034024.jpg,train
186,bkl,..\datasets\HAM10000\images\ISIC_0033778.jpg,train
187,bkl,..\datasets\HAM10000\images\ISIC_0032863.jpg,train
188,bkl,..\datasets\HAM10000\images\ISIC_0034168.jpg,train
189,bkl,..\datasets\HAM10000\images\ISIC_0033582.jpg,train
190,bkl,..\datasets\HAM10000\images\ISIC_0033576.jpg,train
191,bkl,..\datasets\HAM10000\images\ISIC_0033410.jpg,train
192,bkl,..\datasets\HAM10000\images\ISIC_0032725.jpg,train
193,bkl,..\datasets\HAM10000\images\ISIC_0033952.jpg,train
194,bkl,..\datasets\HAM10000\images\ISIC_0033264.jpg,train
195,bkl,..\datasets\HAM10000\images\ISIC_0033606.jpg,train
196,bkl,..\datasets\HAM10000\images\ISIC_0034103.jpg,train
197,bkl,..\datasets\HAM10000\images\ISIC_0032883.jpg,train
198,bkl,..\datasets\HAM10000\images\ISIC_0032665.jpg,train
199,bkl,..\datasets\HAM10000\images\ISIC_0033130.jpg,train
200,bkl,..\datasets\HAM10000\images\ISIC_0033321.jpg,train
201,bkl,..\datasets\HAM10000\images\ISIC_0034189.jpg,train
202,bkl,..\datasets\HAM10000\images\ISIC_0033306.jpg,train
203,bkl,..\datasets\HAM10000\images\ISIC_0032757.jpg,train
204,bkl,..\datasets\HAM10000\images\ISIC_0032508.jpg,train
205,bkl,..\datasets\HAM10000\images\ISIC_0034201.jpg,train
206,bkl,..\datasets\HAM10000\images\ISIC_0032776.jpg,valid
207,bkl,..\datasets\HAM10000\images\ISIC_0033828.jpg,valid
208,bkl,..\datasets\HAM10000\images\ISIC_0033235.jpg,train
209,bkl,..\datasets\HAM10000\images\ISIC_0026085.jpg,train
210,bkl,..\datasets\HAM10000\images\ISIC_0034070.jpg,train
211,bkl,..\datasets\HAM10000\images\ISIC_0033709.jpg,train
212,bkl,..\datasets\HAM10000\images\ISIC_0032826.jpg,train
213,bkl,..\datasets\HAM10000\images\ISIC_0034115.jpg,train
214,bkl,..\datasets\HAM10000\images\ISIC_0033776.jpg,train
215,bkl,..\datasets\HAM10000\images\ISIC_0033056.jpg,train
216,bkl,..\datasets\HAM10000\images\ISIC_0025180.jpg,train
217,bkl,..\datasets\HAM10000\images\ISIC_0026107.jpg,train
218,bkl,..\datasets\HAM10000\images\ISIC_0033853.jpg,train
219,bkl,..\datasets\HAM10000\images\ISIC_0033453.jpg,train
220,bkl,..\datasets\HAM10000\images\ISIC_0034126.jpg,train
221,bkl,..\datasets\HAM10000\images\ISIC_0033744.jpg,train
222,bkl,..\datasets\HAM10000\images\ISIC_0033659.jpg,train
223,bkl,..\datasets\HAM10000\images\ISIC_0032567.jpg,train
224,bkl,..\datasets\HAM10000\images\ISIC_0033088.jpg,train
225,bkl,..\datasets\HAM10000\images\ISIC_0032756.jpg,train
226,bkl,..\datasets\HAM10000\images\ISIC_0032654.jpg,train
227,bkl,..\datasets\HAM10000\images\ISIC_0032576.jpg,train
228,bkl,..\datasets\HAM10000\images\ISIC_0033587.jpg,train
229,bkl,..\datasets\HAM10000\images\ISIC_0032675.jpg,train
230,bkl,..\datasets\HAM10000\images\ISIC_0032997.jpg,train
231,bkl,..\datasets\HAM10000\images\ISIC_0033529.jpg,train
232,bkl,..\datasets\HAM10000\images\ISIC_0033581.jpg,train
233,bkl,..\datasets\HAM10000\images\ISIC_0033913.jpg,train
234,bkl,..\datasets\HAM10000\images\ISIC_0034235.jpg,train
235,bkl,..\datasets\HAM10000\images\ISIC_0034007.jpg,train
236,bkl,..\datasets\HAM10000\images\ISIC_0034303.jpg,train
237,bkl,..\datasets\HAM10000\images\ISIC_0034031.jpg,train
238,bkl,..\datasets\HAM10000\images\ISIC_0033124.jpg,train
239,bkl,..\datasets\HAM10000\images\ISIC_0033449.jpg,train
240,bkl,..\datasets\HAM10000\images\ISIC_0033676.jpg,train
241,bkl,..\datasets\HAM10000\images\ISIC_0032898.jpg,train
242,bkl,..\datasets\HAM10000\images\ISIC_0033488.jpg,train
243,bkl,..\datasets\HAM10000\images\ISIC_0033758.jpg,train
244,bkl,..\datasets\HAM10000\images\ISIC_0028792.jpg,train
245,bkl,..\datasets\HAM10000\images\ISIC_0033397.jpg,valid
246,bkl,..\datasets\HAM10000\images\ISIC_0033414.jpg,valid
247,bkl,..\datasets\HAM10000\images\ISIC_0034113.jpg,valid
248,bkl,..\datasets\HAM10000\images\ISIC_0033507.jpg,train
249,bkl,..\datasets\HAM10000\images\ISIC_0033791.jpg,train
250,bkl,..\datasets\HAM10000\images\ISIC_0034259.jpg,train
251,bkl,..\datasets\HAM10000\images\ISIC_0033446.jpg,train
252,bkl,..\datasets\HAM10000\images\ISIC_0033200.jpg,train
253,bkl,..\datasets\HAM10000\images\ISIC_0029472.jpg,train
254,bkl,..\datasets\HAM10000\images\ISIC_0029682.jpg,train
255,bkl,..\datasets\HAM10000\images\ISIC_0033642.jpg,train
256,bkl,..\datasets\HAM10000\images\ISIC_0033486.jpg,train
257,bkl,..\datasets\HAM10000\images\ISIC_0034003.jpg,train
258,bkl,..\datasets\HAM10000\images\ISIC_0033079.jpg,train
259,bkl,..\datasets\HAM10000\images\ISIC_0033629.jpg,train
260,bkl,..\datasets\HAM10000\images\ISIC_0034037.jpg,train
261,bkl,..\datasets\HAM10000\images\ISIC_0032876.jpg,train
262,bkl,..\datasets\HAM10000\images\ISIC_0033635.jpg,train
263,bkl,..\datasets\HAM10000\images\ISIC_0033868.jpg,train
264,bkl,..\datasets\HAM10000\images\ISIC_0034125.jpg,valid
265,bkl,..\datasets\HAM10000\images\ISIC_0033060.jpg,valid
266,bkl,..\datasets\HAM10000\images\ISIC_0029014.jpg,train
267,bkl,..\datasets\HAM10000\images\ISIC_0032099.jpg,train
268,bkl,..\datasets\HAM10000\images\ISIC_0032215.jpg,train
269,bkl,..\datasets\HAM10000\images\ISIC_0030124.jpg,train
270,bkl,..\datasets\HAM10000\images\ISIC_0025157.jpg,train
271,bkl,..\datasets\HAM10000\images\ISIC_0029600.jpg,train
272,bkl,..\datasets\HAM10000\images\ISIC_0031376.jpg,train
273,bkl,..\datasets\HAM10000\images\ISIC_0027513.jpg,train
274,bkl,..\datasets\HAM10000\images\ISIC_0031876.jpg,train
275,bkl,..\datasets\HAM10000\images\ISIC_0031620.jpg,train
276,bkl,..\datasets\HAM10000\images\ISIC_0030542.jpg,train
277,bkl,..\datasets\HAM10000\images\ISIC_0029548.jpg,train
278,bkl,..\datasets\HAM10000\images\ISIC_0027989.jpg,train
279,bkl,..\datasets\HAM10000\images\ISIC_0025136.jpg,train
280,bkl,..\datasets\HAM10000\images\ISIC_0027652.jpg,train
281,bkl,..\datasets\HAM10000\images\ISIC_0027218.jpg,train
282,bkl,..\datasets\HAM10000\images\ISIC_0030705.jpg,train
283,bkl,..\datasets\HAM10000\images\ISIC_0030272.jpg,valid
284,bkl,..\datasets\HAM10000\images\ISIC_0028020.jpg,train
285,bkl,..\datasets\HAM10000\images\ISIC_0031345.jpg,train
286,bkl,..\datasets\HAM10000\images\ISIC_0032063.jpg,train
287,bkl,..\datasets\HAM10000\images\ISIC_0032325.jpg,train
288,bkl,..\datasets\HAM10000\images\ISIC_0025867.jpg,valid
289,bkl,..\datasets\HAM10000\images\ISIC_0028701.jpg,train
290,bkl,..\datasets\HAM10000\images\ISIC_0027713.jpg,train
291,bkl,..\datasets\HAM10000\images\ISIC_0026060.jpg,train
292,bkl,..\datasets\HAM10000\images\ISIC_0026298.jpg,train
293,bkl,..\datasets\HAM10000\images\ISIC_0027139.jpg,train
294,bkl,..\datasets\HAM10000\images\ISIC_0026623.jpg,train
295,bkl,..\datasets\HAM10000\images\ISIC_0031989.jpg,train
296,bkl,..\datasets\HAM10000\images\ISIC_0029394.jpg,train
297,bkl,..\datasets\HAM10000\images\ISIC_0026893.jpg,train
298,bkl,..\datasets\HAM10000\images\ISIC_0025777.jpg,train
299,bkl,..\datasets\HAM10000\images\ISIC_0027739.jpg,train
300,bkl,..\datasets\HAM10000\images\ISIC_0026844.jpg,train
301,bkl,..\datasets\HAM10000\images\ISIC_0024672.jpg,train
302,bkl,..\datasets\HAM10000\images\ISIC_0026827.jpg,train
303,bkl,..\datasets\HAM10000\images\ISIC_0027680.jpg,valid
304,bkl,..\datasets\HAM10000\images\ISIC_0025885.jpg,valid
305,bkl,..\datasets\HAM10000\images\ISIC_0025656.jpg,train
306,bkl,..\datasets\HAM10000\images\ISIC_0029010.jpg,valid
307,bkl,..\datasets\HAM10000\images\ISIC_0024581.jpg,train
308,bkl,..\datasets\HAM10000\images\ISIC_0029003.jpg,train
309,bkl,..\datasets\HAM10000\images\ISIC_0024711.jpg,train
310,bkl,..\datasets\HAM10000\images\ISIC_0032280.jpg,train
311,bkl,..\datasets\HAM10000\images\ISIC_0025982.jpg,train
312,bkl,..\datasets\HAM10000\images\ISIC_0028120.jpg,train
313,bkl,..\datasets\HAM10000\images\ISIC_0032335.jpg,train
314,bkl,..\datasets\HAM10000\images\ISIC_0025326.jpg,train
315,bkl,..\datasets\HAM10000\images\ISIC_0027374.jpg,train
316,bkl,..\datasets\HAM10000\images\ISIC_0027781.jpg,train
317,bkl,..\datasets\HAM10000\images\ISIC_0024890.jpg,train
318,bkl,..\datasets\HAM10000\images\ISIC_0025507.jpg,train
319,bkl,..\datasets\HAM10000\images\ISIC_0028336.jpg,valid
320,bkl,..\datasets\HAM10000\images\ISIC_0025838.jpg,train
321,bkl,..\datasets\HAM10000\images\ISIC_0027780.jpg,train
322,bkl,..\datasets\HAM10000\images\ISIC_0024592.jpg,valid
323,bkl,..\datasets\HAM10000\images\ISIC_0030118.jpg,train
324,bkl,..\datasets\HAM10000\images\ISIC_0028970.jpg,train
325,bkl,..\datasets\HAM10000\images\ISIC_0027042.jpg,train
326,bkl,..\datasets\HAM10000\images\ISIC_0030721.jpg,train
327,bkl,..\datasets\HAM10000\images\ISIC_0031556.jpg,train
328,bkl,..\datasets\HAM10000\images\ISIC_0027068.jpg,train
329,bkl,..\datasets\HAM10000\images\ISIC_0032168.jpg,train
330,bkl,..\datasets\HAM10000\images\ISIC_0031130.jpg,train
331,bkl,..\datasets\HAM10000\images\ISIC_0028308.jpg,train
332,bkl,..\datasets\HAM10000\images\ISIC_0024708.jpg,train
333,bkl,..\datasets\HAM10000\images\ISIC_0028354.jpg,train
334,bkl,..\datasets\HAM10000\images\ISIC_0024505.jpg,valid
335,bkl,..\datasets\HAM10000\images\ISIC_0025743.jpg,train
336,bkl,..\datasets\HAM10000\images\ISIC_0027796.jpg,train
337,bkl,..\datasets\HAM10000\images\ISIC_0024626.jpg,train
338,bkl,..\datasets\HAM10000\images\ISIC_0031321.jpg,train
339,bkl,..\datasets\HAM10000\images\ISIC_0025337.jpg,train
340,bkl,..\datasets\HAM10000\images\ISIC_0027037.jpg,train
341,bkl,..\datasets\HAM10000\images\ISIC_0032486.jpg,train
342,bkl,..\datasets\HAM10000\images\ISIC_0029340.jpg,train
343,bkl,..\datasets\HAM10000\images\ISIC_0027649.jpg,train
344,bkl,..\datasets\HAM10000\images\ISIC_0026607.jpg,train
345,bkl,..\datasets\HAM10000\images\ISIC_0030731.jpg,train
346,bkl,..\datasets\HAM10000\images\ISIC_0028233.jpg,train
347,bkl,..\datasets\HAM10000\images\ISIC_0031542.jpg,train
348,bkl,..\datasets\HAM10000\images\ISIC_0029062.jpg,train
349,bkl,..\datasets\HAM10000\images\ISIC_0024971.jpg,train
350,bkl,..\datasets\HAM10000\images\ISIC_0025485.jpg,train
351,bkl,..\datasets\HAM10000\images\ISIC_0025874.jpg,train
352,bkl,..\datasets\HAM10000\images\ISIC_0026728.jpg,train
353,bkl,..\datasets\HAM10000\images\ISIC_0031812.jpg,train
354,bkl,..\datasets\HAM10000\images\ISIC_0030465.jpg,train
355,bkl,..\datasets\HAM10000\images\ISIC_0025842.jpg,train
356,bkl,..\datasets\HAM10000\images\ISIC_0025032.jpg,train
357,bkl,..\datasets\HAM10000\images\ISIC_0030706.jpg,train
358,bkl,..\datasets\HAM10000\images\ISIC_0029522.jpg,train
359,bkl,..\datasets\HAM10000\images\ISIC_0031424.jpg,train
360,bkl,..\datasets\HAM10000\images\ISIC_0029770.jpg,train
361,bkl,..\datasets\HAM10000\images\ISIC_0026301.jpg,train
362,bkl,..\datasets\HAM10000\images\ISIC_0030227.jpg,train
363,bkl,..\datasets\HAM10000\images\ISIC_0028856.jpg,valid
364,bkl,..\datasets\HAM10000\images\ISIC_0027026.jpg,train
365,bkl,..\datasets\HAM10000\images\ISIC_0030095.jpg,train
366,bkl,..\datasets\HAM10000\images\ISIC_0031394.jpg,train
367,bkl,..\datasets\HAM10000\images\ISIC_0031060.jpg,train
368,bkl,..\datasets\HAM10000\images\ISIC_0027584.jpg,train
369,bkl,..\datasets\HAM10000\images\ISIC_0026634.jpg,train
370,bkl,..\datasets\HAM10000\images\ISIC_0028496.jpg,train
371,bkl,..\datasets\HAM10000\images\ISIC_0027454.jpg,train
372,bkl,..\datasets\HAM10000\images\ISIC_0031593.jpg,train
373,bkl,..\datasets\HAM10000\images\ISIC_0026775.jpg,train
374,bkl,..\datasets\HAM10000\images\ISIC_0024412.jpg,valid
375,bkl,..\datasets\HAM10000\images\ISIC_0032348.jpg,train
376,bkl,..\datasets\HAM10000\images\ISIC_0024883.jpg,train
377,bkl,..\datasets\HAM10000\images\ISIC_0027394.jpg,train
378,bkl,..\datasets\HAM10000\images\ISIC_0024773.jpg,train
379,bkl,..\datasets\HAM10000\images\ISIC_0027295.jpg,train
380,bkl,..\datasets\HAM10000\images\ISIC_0032200.jpg,train
381,bkl,..\datasets\HAM10000\images\ISIC_0025583.jpg,train
382,bkl,..\datasets\HAM10000\images\ISIC_0024358.jpg,train
383,bkl,..\datasets\HAM10000\images\ISIC_0030744.jpg,train
384,bkl,..\datasets\HAM10000\images\ISIC_0027771.jpg,train
385,bkl,..\datasets\HAM10000\images\ISIC_0027344.jpg,train
386,bkl,..\datasets\HAM10000\images\ISIC_0028846.jpg,train
387,bkl,..\datasets\HAM10000\images\ISIC_0026159.jpg,train
388,bkl,..\datasets\HAM10000\images\ISIC_0027367.jpg,train
389,bkl,..\datasets\HAM10000\images\ISIC_0028952.jpg,train
390,bkl,..\datasets\HAM10000\images\ISIC_0024748.jpg,train
391,bkl,..\datasets\HAM10000\images\ISIC_0032156.jpg,train
392,bkl,..\datasets\HAM10000\images\ISIC_0030783.jpg,valid
393,bkl,..\datasets\HAM10000\images\ISIC_0028200.jpg,valid
394,bkl,..\datasets\HAM10000\images\ISIC_0029100.jpg,train
395,bkl,..\datasets\HAM10000\images\ISIC_0027287.jpg,train
396,bkl,..\datasets\HAM10000\images\ISIC_0024494.jpg,train
397,bkl,..\datasets\HAM10000\images\ISIC_0026923.jpg,train
