,target_code,filepath,set
175,2,..\datasets\cassava-leaf-disease-classification\train_images\1032460539.jpg,train
176,1,..\datasets\cassava-leaf-disease-classification\train_images\1032629824.jpg,test
177,3,..\datasets\cassava-leaf-disease-classification\train_images\1033283646.jpg,train
178,0,..\datasets\cassava-leaf-disease-classification\train_images\1033403106.jpg,train
179,1,..\datasets\cassava-leaf-disease-classification\train_images\1033787784.jpg,valid
180,4,..\datasets\cassava-leaf-disease-classification\train_images\1033962303.jpg,train
181,4,..\datasets\cassava-leaf-disease-classification\train_images\1034219276.jpg,train
182,3,..\datasets\cassava-leaf-disease-classification\train_images\1034286210.jpg,train
183,3,..\datasets\cassava-leaf-disease-classification\train_images\1034407153.jpg,valid
184,3,..\datasets\cassava-leaf-disease-classification\train_images\1034527129.jpg,train
185,2,..\datasets\cassava-leaf-disease-classification\train_images\1034548842.jpg,test
186,3,..\datasets\cassava-leaf-disease-classification\train_images\1034577161.jpg,train
187,1,..\datasets\cassava-leaf-disease-classification\train_images\1034735631.jpg,train
188,4,..\datasets\cassava-leaf-disease-classification\train_images\1035014017.jpg,train
189,3,..\datasets\cassava-leaf-disease-classification\train_images\1035350866.jpg,train
190,3,..\datasets\cassava-leaf-disease-classification\train_images\1035475040.jpg,test
191,3,..\datasets\cassava-leaf-disease-classification\train_images\1036133928.jpg,train
192,3,..\datasets\cassava-leaf-disease-classification\train_images\1036302176.jpg,train
193,3,..\datasets\cassava-leaf-disease-classification\train_images\103630546.jpg,train
194,2,..\datasets\cassava-leaf-disease-classification\train_images\1036380403.jpg,train
195,3,..\datasets\cassava-leaf-disease-classification\train_images\1036692910.jpg,test
196,3,..\datasets\cassava-leaf-disease-classification\train_images\1036697361.jpg,train
197,3,..\datasets\cassava-leaf-disease-classification\train_images\1036774035.jpg,train
198,0,..\datasets\cassava-leaf-disease-classification\train_images\1036959902.jpg,train
199,1,..\datasets\cassava-leaf-disease-classification\train_images\1037277772.jpg,train
200,3,..\datasets\cassava-leaf-disease-classification\train_images\1037337861.jpg,valid
201,1,..\datasets\cassava-leaf-disease-classification\train_images\103776422.jpg,train
202,3,..\datasets\cassava-leaf-disease-classification\train_images\1038166459.jpg,train
203,3,..\datasets\cassava-leaf-disease-classification\train_images\1038176489.jpg,train
204,1,..\datasets\cassava-leaf-disease-classification\train_images\1038640139.jpg,train
205,3,..\datasets\cassava-leaf-disease-classification\train_images\1038916688.jpg,train
206,3,..\datasets\cassava-leaf-disease-classification\train_images\1039045921.jpg,train
207,4,..\datasets\cassava-leaf-disease-classification\train_images\1039176615.jpg,train
208,4,..\datasets\cassava-leaf-disease-classification\train_images\1039292236.jpg,test
209,3,..\datasets\cassava-leaf-disease-classification\train_images\1039658655.jpg,train
210,3,..\datasets\cassava-leaf-disease-classification\train_images\1039676268.jpg,train
211,3,..\datasets\cassava-leaf-disease-classification\train_images\1039830931.jpg,train
212,3,..\datasets\cassava-leaf-disease-classification\train_images\1039851684.jpg,train
213,3,..\datasets\cassava-leaf-disease-classification\train_images\1040079282.jpg,train
214,3,..\datasets\cassava-leaf-disease-classification\train_images\1040156603.jpg,train
215,0,..\datasets\cassava-leaf-disease-classification\train_images\1040315063.jpg,train
216,1,..\datasets\cassava-leaf-disease-classification\train_images\1040699059.jpg,train
217,3,..\datasets\cassava-leaf-disease-classification\train_images\1040828572.jpg,train
218,3,..\datasets\cassava-leaf-disease-classification\train_images\104086261.jpg,train
219,3,..\datasets\cassava-leaf-disease-classification\train_images\1040876350.jpg,valid
220,3,..\datasets\cassava-leaf-disease-classification\train_images\1041022257.jpg,train
221,3,..\datasets\cassava-leaf-disease-classification\train_images\1041184552.jpg,train
222,3,..\datasets\cassava-leaf-disease-classification\train_images\1041588404.jpg,train
223,3,..\datasets\cassava-leaf-disease-classification\train_images\1041651309.jpg,valid
224,2,..\datasets\cassava-leaf-disease-classification\train_images\1041666046.jpg,train
225,3,..\datasets\cassava-leaf-disease-classification\train_images\1041701814.jpg,train
226,2,..\datasets\cassava-leaf-disease-classification\train_images\1041922165.jpg,train
227,3,..\datasets\cassava-leaf-disease-classification\train_images\1041923025.jpg,valid
228,3,..\datasets\cassava-leaf-disease-classification\train_images\1042223039.jpg,train
229,3,..\datasets\cassava-leaf-disease-classification\train_images\1042521522.jpg,train
230,3,..\datasets\cassava-leaf-disease-classification\train_images\1042550484.jpg,train
231,3,..\datasets\cassava-leaf-disease-classification\train_images\1042661635.jpg,train
232,3,..\datasets\cassava-leaf-disease-classification\train_images\1043083985.jpg,train
233,4,..\datasets\cassava-leaf-disease-classification\train_images\1043086898.jpg,train
234,3,..\datasets\cassava-leaf-disease-classification\train_images\1043184548.jpg,train
235,2,..\datasets\cassava-leaf-disease-classification\train_images\1043238803.jpg,train
236,4,..\datasets\cassava-leaf-disease-classification\train_images\1043392236.jpg,test
237,3,..\datasets\cassava-leaf-disease-classification\train_images\1043752907.jpg,train
238,3,..\datasets\cassava-leaf-disease-classification\train_images\1043857809.jpg,train
239,3,..\datasets\cassava-leaf-disease-classification\train_images\1044221536.jpg,train
240,2,..\datasets\cassava-leaf-disease-classification\train_images\104436415.jpg,train
241,3,..\datasets\cassava-leaf-disease-classification\train_images\1044411903.jpg,train
242,3,..\datasets\cassava-leaf-disease-classification\train_images\1044545725.jpg,train
243,0,..\datasets\cassava-leaf-disease-classification\train_images\1044718671.jpg,train
244,3,..\datasets\cassava-leaf-disease-classification\train_images\1044918414.jpg,train
245,4,..\datasets\cassava-leaf-disease-classification\train_images\1044930186.jpg,test
246,3,..\datasets\cassava-leaf-disease-classification\train_images\1044971650.jpg,train
247,4,..\datasets\cassava-leaf-disease-classification\train_images\1045099368.jpg,train
248,2,..\datasets\cassava-leaf-disease-classification\train_images\1045208006.jpg,valid
249,3,..\datasets\cassava-leaf-disease-classification\train_images\1045339937.jpg,train
250,3,..\datasets\cassava-leaf-disease-classification\train_images\104535906.jpg,train
251,4,..\datasets\cassava-leaf-disease-classification\train_images\1045545977.jpg,train
252,3,..\datasets\cassava-leaf-disease-classification\train_images\1045708576.jpg,train
253,3,..\datasets\cassava-leaf-disease-classification\train_images\1045776023.jpg,valid
254,4,..\datasets\cassava-leaf-disease-classification\train_images\10459387.jpg,train
255,3,..\datasets\cassava-leaf-disease-classification\train_images\1045989131.jpg,train
256,2,..\datasets\cassava-leaf-disease-classification\train_images\1046156726.jpg,train
257,3,..\datasets\cassava-leaf-disease-classification\train_images\1046187121.jpg,train
258,3,..\datasets\cassava-leaf-disease-classification\train_images\1046222396.jpg,train
259,1,..\datasets\cassava-leaf-disease-classification\train_images\1046486747.jpg,train
260,2,..\datasets\cassava-leaf-disease-classification\train_images\1046631452.jpg,train
261,4,..\datasets\cassava-leaf-disease-classification\train_images\1046703257.jpg,train
262,3,..\datasets\cassava-leaf-disease-classification\train_images\1046776729.jpg,valid
263,3,..\datasets\cassava-leaf-disease-classification\train_images\1046830901.jpg,test
264,3,..\datasets\cassava-leaf-disease-classification\train_images\1047071545.jpg,train
265,4,..\datasets\cassava-leaf-disease-classification\train_images\1047154095.jpg,train
266,3,..\datasets\cassava-leaf-disease-classification\train_images\1047210476.jpg,valid
267,4,..\datasets\cassava-leaf-disease-classification\train_images\1047272845.jpg,train
268,3,..\datasets\cassava-leaf-disease-classification\train_images\1047550741.jpg,train
269,3,..\datasets\cassava-leaf-disease-classification\train_images\1047645957.jpg,train
270,3,..\datasets\cassava-leaf-disease-classification\train_images\104769172.jpg,test
271,3,..\datasets\cassava-leaf-disease-classification\train_images\1047894047.jpg,train
272,2,..\datasets\cassava-leaf-disease-classification\train_images\1047901042.jpg,train
273,4,..\datasets\cassava-leaf-disease-classification\train_images\1047958369.jpg,train
274,0,..\datasets\cassava-leaf-disease-classification\train_images\1048147223.jpg,train
275,3,..\datasets\cassava-leaf-disease-classification\train_images\1048372814.jpg,train
276,2,..\datasets\cassava-leaf-disease-classification\train_images\1048581072.jpg,train
277,3,..\datasets\cassava-leaf-disease-classification\train_images\1048678959.jpg,valid
278,2,..\datasets\cassava-leaf-disease-classification\train_images\1048686894.jpg,valid
279,3,..\datasets\cassava-leaf-disease-classification\train_images\1048738679.jpg,train
280,3,..\datasets\cassava-leaf-disease-classification\train_images\1048872437.jpg,train
281,3,..\datasets\cassava-leaf-disease-classification\train_images\1049426356.jpg,train
282,4,..\datasets\cassava-leaf-disease-classification\train_images\1049791378.jpg,test
283,3,..\datasets\cassava-leaf-disease-classification\train_images\1049924040.jpg,test
284,3,..\datasets\cassava-leaf-disease-classification\train_images\1050134400.jpg,train
285,3,..\datasets\cassava-leaf-disease-classification\train_images\1050263382.jpg,train
286,3,..\datasets\cassava-leaf-disease-classification\train_images\1050292454.jpg,test
287,3,..\datasets\cassava-leaf-disease-classification\train_images\1050313402.jpg,train
288,1,..\datasets\cassava-leaf-disease-classification\train_images\105057263.jpg,test
289,3,..\datasets\cassava-leaf-disease-classification\train_images\1050774063.jpg,train
290,4,..\datasets\cassava-leaf-disease-classification\train_images\1050847556.jpg,train
291,0,..\datasets\cassava-leaf-disease-classification\train_images\1050949665.jpg,train
292,3,..\datasets\cassava-leaf-disease-classification\train_images\1051469374.jpg,test
293,0,..\datasets\cassava-leaf-disease-classification\train_images\1051688339.jpg,train
294,1,..\datasets\cassava-leaf-disease-classification\train_images\1052028548.jpg,test
295,0,..\datasets\cassava-leaf-disease-classification\train_images\1052095724.jpg,train
296,3,..\datasets\cassava-leaf-disease-classification\train_images\1052118637.jpg,test
297,0,..\datasets\cassava-leaf-disease-classification\train_images\1052854295.jpg,train
298,3,..\datasets\cassava-leaf-disease-classification\train_images\1052881053.jpg,train
299,3,..\datasets\cassava-leaf-disease-classification\train_images\1052903541.jpg,train
300,3,..\datasets\cassava-leaf-disease-classification\train_images\1053009170.jpg,train
301,3,..\datasets\cassava-leaf-disease-classification\train_images\105315247.jpg,train
302,3,..\datasets\cassava-leaf-disease-classification\train_images\1053293117.jpg,train
303,3,..\datasets\cassava-leaf-disease-classification\train_images\1053317654.jpg,train
304,3,..\datasets\cassava-leaf-disease-classification\train_images\1053317741.jpg,train
305,3,..\datasets\cassava-leaf-disease-classification\train_images\1053331543.jpg,test
306,1,..\datasets\cassava-leaf-disease-classification\train_images\1053506407.jpg,train
307,2,..\datasets\cassava-leaf-disease-classification\train_images\1054048740.jpg,train
308,2,..\datasets\cassava-leaf-disease-classification\train_images\1054179399.jpg,train
309,2,..\datasets\cassava-leaf-disease-classification\train_images\1054232796.jpg,train
310,3,..\datasets\cassava-leaf-disease-classification\train_images\1054468967.jpg,train
311,1,..\datasets\cassava-leaf-disease-classification\train_images\1054935979.jpg,train
312,2,..\datasets\cassava-leaf-disease-classification\train_images\1054946133.jpg,train
313,3,..\datasets\cassava-leaf-disease-classification\train_images\1054987687.jpg,test
314,3,..\datasets\cassava-leaf-disease-classification\train_images\1055012871.jpg,train
315,3,..\datasets\cassava-leaf-disease-classification\train_images\1055305901.jpg,train
316,3,..\datasets\cassava-leaf-disease-classification\train_images\1055627573.jpg,train
317,4,..\datasets\cassava-leaf-disease-classification\train_images\105602329.jpg,train
318,3,..\datasets\cassava-leaf-disease-classification\train_images\1056943297.jpg,train
319,3,..\datasets\cassava-leaf-disease-classification\train_images\1057043660.jpg,test
320,4,..\datasets\cassava-leaf-disease-classification\train_images\105741284.jpg,test
321,0,..\datasets\cassava-leaf-disease-classification\train_images\1057462029.jpg,train
322,3,..\datasets\cassava-leaf-disease-classification\train_images\1057519931.jpg,train
323,3,..\datasets\cassava-leaf-disease-classification\train_images\1057579024.jpg,train
324,1,..\datasets\cassava-leaf-disease-classification\train_images\1057697623.jpg,train
325,2,..\datasets\cassava-leaf-disease-classification\train_images\1058428683.jpg,train
326,3,..\datasets\cassava-leaf-disease-classification\train_images\1058438877.jpg,train
327,3,..\datasets\cassava-leaf-disease-classification\train_images\1058466257.jpg,train
328,4,..\datasets\cassava-leaf-disease-classification\train_images\1058542448.jpg,train
329,3,..\datasets\cassava-leaf-disease-classification\train_images\1058931181.jpg,train
330,3,..\datasets\cassava-leaf-disease-classification\train_images\1059213340.jpg,train
331,3,..\datasets\cassava-leaf-disease-classification\train_images\1059218033.jpg,train
332,3,..\datasets\cassava-leaf-disease-classification\train_images\1059334615.jpg,train
333,2,..\datasets\cassava-leaf-disease-classification\train_images\1059412486.jpg,train
334,3,..\datasets\cassava-leaf-disease-classification\train_images\1059498220.jpg,train
335,3,..\datasets\cassava-leaf-disease-classification\train_images\1059782259.jpg,train
336,2,..\datasets\cassava-leaf-disease-classification\train_images\1059986462.jpg,train
337,3,..\datasets\cassava-leaf-disease-classification\train_images\1060007225.jpg,train
338,0,..\datasets\cassava-leaf-disease-classification\train_images\1060214168.jpg,train
339,3,..\datasets\cassava-leaf-disease-classification\train_images\1060477140.jpg,valid
340,4,..\datasets\cassava-leaf-disease-classification\train_images\1060543398.jpg,train
341,4,..\datasets\cassava-leaf-disease-classification\train_images\1060644080.jpg,train
342,3,..\datasets\cassava-leaf-disease-classification\train_images\10606813.jpg,train
343,3,..\datasets\cassava-leaf-disease-classification\train_images\1060691063.jpg,train
344,3,..\datasets\cassava-leaf-disease-classification\train_images\1060739991.jpg,train
345,3,..\datasets\cassava-leaf-disease-classification\train_images\1060754806.jpg,train
346,2,..\datasets\cassava-leaf-disease-classification\train_images\10607686.jpg,train
347,3,..\datasets\cassava-leaf-disease-classification\train_images\1060819932.jpg,train
348,3,..\datasets\cassava-leaf-disease-classification\train_images\1061187521.jpg,train
349,3,..\datasets\cassava-leaf-disease-classification\train_images\1061287420.jpg,test
350,3,..\datasets\cassava-leaf-disease-classification\train_images\106169527.jpg,train
351,3,..\datasets\cassava-leaf-disease-classification\train_images\106217104.jpg,train
352,3,..\datasets\cassava-leaf-disease-classification\train_images\106233037.jpg,train
353,1,..\datasets\cassava-leaf-disease-classification\train_images\1063110047.jpg,train
354,3,..\datasets\cassava-leaf-disease-classification\train_images\1063572140.jpg,test
355,3,..\datasets\cassava-leaf-disease-classification\train_images\1064129080.jpg,test
356,4,..\datasets\cassava-leaf-disease-classification\train_images\1064213029.jpg,train
357,3,..\datasets\cassava-leaf-disease-classification\train_images\1064567128.jpg,test
