,target_code,filepath,set
132,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (72).jpg,train
133,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (73).jpg,test
134,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (74).jpg,train
135,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (75).jpg,train
136,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (76).jpg,train
137,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (77).jpg,train
138,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (78).jpg,train
139,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (79).jpg,train
140,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (8).jpg,train
141,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (80).jpg,valid
142,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (81).jpg,train
143,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (82).jpg,train
144,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (83).jpg,train
145,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (84).jpg,train
146,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (85).jpg,train
147,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (86).jpg,train
148,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (87).jpg,train
149,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (88).jpg,train
150,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (89).jpg,train
151,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (9).jpg,train
152,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (90).jpg,train
153,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (91).jpg,train
154,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (92).jpg,train
155,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (93).jpg,train
156,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (94).jpg,train
157,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (95).jpg,train
158,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (96).jpg,train
159,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (97).jpg,train
160,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (98).jpg,train
161,Apple Aphis spp(162),..\datasets\PlantDataset\Apple Aphis spp(162)\img (99).jpg,train
162,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (1).jpg,train
163,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (10).jpg,train
164,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (100).jpg,train
165,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (101).jpg,test
166,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (102).jpg,valid
167,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (103).jpg,train
168,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (104).jpg,train
169,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (105).jpg,train
170,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (106).jpg,train
171,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (107).jpg,test
172,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (108).jpg,train
173,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (109).jpg,test
174,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (11).jpg,train
175,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (110).jpg,train
176,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (111).jpg,valid
177,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (112).jpg,train
178,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (113).jpg,train
179,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (114).jpg,train
180,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (115).jpg,valid
181,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (116).jpg,train
182,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (117).jpg,train
183,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (118).jpg,train
184,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (119).jpg,test
185,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (12).jpg,train
186,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (120).jpg,train
187,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (121).jpg,train
188,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (122).jpg,train
189,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (123).jpg,train
190,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (124).jpg,train
191,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (125).jpg,train
192,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (126).jpg,train
193,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (127).jpg,valid
194,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (128).jpg,train
195,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (129).jpg,train
196,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (13).jpg,valid
197,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (130).jpg,test
198,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (131).jpg,train
199,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (132).jpg,train
200,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (133).jpg,train
201,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (134).jpg,train
202,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (135).jpg,train
203,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (136).jpg,train
204,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (137).jpg,train
205,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (138).jpg,train
206,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (139).jpg,train
207,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (14).jpg,valid
208,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (140).jpg,train
209,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (141).jpg,test
210,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (142).jpg,train
211,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (143).jpg,train
212,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (144).jpg,valid
213,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (145).jpg,train
214,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (146).jpg,valid
215,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (147).jpg,train
216,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (148).jpg,train
217,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (149).jpg,test
218,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (15).jpg,test
219,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (150).jpg,test
220,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (151).jpg,test
221,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (152).jpg,train
222,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (153).jpg,train
223,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (154).jpg,train
224,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (155).jpg,train
225,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (156).jpg,test
226,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (157).jpg,train
227,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (158).jpg,train
228,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (159).jpg,train
229,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (16).jpg,train
230,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (160).jpg,train
231,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (161).jpg,train
232,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (162).jpg,train
233,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (163).jpg,train
234,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (164).jpg,test
235,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (165).jpg,train
236,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (166).jpg,valid
237,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (167).jpg,train
238,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (168).jpg,train
239,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (169).jpg,train
240,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (17).jpg,valid
241,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (170).jpg,train
242,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (171).jpg,train
243,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (172).jpg,test
244,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (173).jpg,test
245,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (174).jpg,train
246,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (175).jpg,train
247,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (176).jpg,train
248,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (177).jpg,train
249,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (178).jpg,test
250,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (179).jpg,valid
251,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (18).jpg,train
252,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (180).jpg,train
253,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (181).jpg,train
254,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (182).jpg,train
255,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (183).jpg,test
256,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (184).jpg,train
257,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (185).jpg,train
258,Apple Eriosoma lanigerum(366),..\datasets\PlantDataset\Apple Eriosoma lanigerum(366)\img (186).jpg,train
