,target_code,filepath,set
56,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\shiny-red-apple-green-leaf-isolated-white-background-56202743.jpg,train
57,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaf-isolated-on-white-background-287560226.jpg,train
58,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaf-set-isolated-on-white-background-300957002.jpg,train
59,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaves-collection-isolated-on-white-background-373945045.jpg,train
60,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaves-isolated-on-a-white-background-leaf-from-an-apple-tree-cut-from-background-520909219.jpg,train
61,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaves-isolated-on-the-white-background-729570907.jpg,train
62,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaves-isolated-on-white-background-232913425.jpg,train
63,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaves-isolated-on-white-background-295979933.jpg,train
64,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaves-isolated-on-white-background-326520134.jpg,train
65,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaves-isolated-on-white-collection-197880929.jpg,train
66,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-leaves-set-isolated-on-white-271652246.jpg,train
67,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-apple-tree-leaf-isolated-on-a-white-622503302.jpg,train
68,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-fresh-apple-leaf-isolated-on-white-collection-407823346.jpg,train
69,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-green-apple-leaf-clipping-path-258728936.jpg,train
70,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-green-apple-leaf-isolated-on-white-with-clipping-path-195130079.jpg,train
71,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-green-apple-leaves-on-the-white-background-796491496.jpg,train
72,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-isolated-apple-green-granny-smith-apple-with-leaf-isolated-on-white-background-60343762.jpg,train
73,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-one-green-leaf-of-apple-tree-isolated-on-white-background-close-up-studio-photography-102522179.jpg,valid
74,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-red-apple-with-green-leaf-isolated-on-white-background-with-clipping-path-327512429.jpg,train
75,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-red-apple-with-leaf-124592107.jpg,train
76,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-red-apple-with-leaf-138430751.jpg,train
77,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-red-apple-with-leaves-isolated-on-white-99003845.jpg,valid
78,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-sweet-apple-with-leaf-111143150.jpg,train
79,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\stock-photo-whole-ripe-green-apple-with-apple-leaf-and-green-apple-half-isolated-on-white-background-with-566226067.jpg,train
80,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\yellow-apple-leaves-isolated-10868989.jpg,valid
81,Apple leaf,..\datasets\plantdoc-dataset\train\Apple leaf\yellow-ripe-apple-leaf-27092797.jpg,train
82,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\1-Cedar-apple-rust-infections-and-rust-induced-leafspot-on-Ginger-Gold-4-Jun-08-2d4hi2k.jpg,train
83,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\1-Severe-cedar-apple-rust-on-Ginger-Gold-1-Jul-09-1n5iktz.jpg,train
84,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\2-Rust-induced-leaf-scorch-1fpa6c3.jpg,train
85,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\20130610_110525.jpg,valid
86,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\20130802_111648.jpg,train
87,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\20170524_195105-1k1eu8b.jpg,train
88,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\3-Rust-induced-leaf-scorch-1emjjbl.jpg,train
89,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\601fbee78c62e32a76e768a92ee40193.jpg,train
90,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\a82e389f8b5da4758a747c32ef8af6f9--rust-apples.jpg,train
91,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\aecia-on-apple-e1368285975597.jpeg.jpg,train
92,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apple+rust+001.jpg,train
93,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apple-leaf-rust-and-cedar-apple-roestella-pirata-report-of-the-of-picture-id629456105s=612x612.jpg,train
94,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apple-rust-disease_10_845384767.jpg,train
95,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apple-rust.jpg,train
96,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\applerust-500x383.jpg,train
97,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apples_black-rot_01_zoom.jpg,train
98,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apples_rusts+apple-scab.jpg,train
99,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apples_rusts+frogs-eye.jpg,train
100,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apples_rusts-cedar-apple_01_zoom.jpg,train
101,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apple_F14b.jpg,train
102,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\apple_leaf.JPG.jpg,train
103,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Apple_RustSpots2.jpg,train
104,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Apple_Scab164.jpg,train
105,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\B2750027-Cedar-apple_rust-SPL.jpg,train
106,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\buckinghamshire-speen-garden-cedar-apple-rust-on-apple-underside-of-F5D3RD.jpg,train
107,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\buckinghamshire-speen-garden-detail-cedar-apple-rust-on-apple-underside-f5d3r7.jpg,train
108,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\C0258424-Cedar_apple_rust_on_a_leaf-SPL.jpg,valid
109,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\C11.11.jpg,train
110,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\CAR%2Bzestar.JPG.jpg,train
111,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\car-apple1.jpg,train
112,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\car-apple9.jpg,valid
113,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\car.jpg,train
114,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\CAR1.jpg,train
115,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\car1_2.jpg,valid
116,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\car2.jpg,train
117,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\CAR4.jpg,valid
118,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cd6bfd6bfbcac781bd496bf13845fb0f.jpg,train
119,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedapp04_lg.jpg,train
120,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar%20apple%20rust%20lower%20leaf%20haw%20S%202%20ne%20OH%20RA%209-2-16.jpg,train
121,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar%20apple%20rust%20upper%20leaf%20surface%20S%20ne%20OH%20RA%209-2-16.jpg,train
122,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Cedar+Apple+rust+on+Crab+apple+leaf.jpg,train
123,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Cedar+apple+rust.JPG.jpg,train
124,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar-apple-rest-225x300.jpg,train
125,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Cedar-Apple-Rust-aecia-on-leaf-pic-by-NC-State.jpg,train
126,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar-apple-rust-gymnosporangium-juniperi-pustules-on-apple-leaf-lower-c99tfp.jpg,train
127,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar-apple-rust-gymnosporangium-juniperi-pustules-on-apple-leaf-lower-surface-X12A9H.jpg,valid
128,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar-apple-rust.jpg,train
129,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar-apple-rust_fig-1.jpg,train
130,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar-apple-rust_fig-2.jpg,train
131,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar-apple-rust_fig-3.jpg,train
132,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\CedarApple_Rust168.jpg,train
133,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar_apple_rust_3.JPG1362772840.jpg,train
134,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar_apple_rust_leaf.jpg,valid
135,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Cedar_apple_rust_on_crab_apple_leaf_showing_underside_cup.jpg,train
136,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Cedar_apple_rust_on_crab_apple_leaf_upper_surface.JPG.jpg,train
137,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar_apple_rust_on_jonagold_2.jpg,train
138,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\cedar_apple_rust_on_jonagold_3.jpg,train
139,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\crab-apple-tree-leaves.jpg,train
140,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\DAxpYpoWAAQxi1f.jpg,valid
141,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\DIsease-Pest-Management.jpg,train
142,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Fig-17-Apple-rust-on-lower-surface-on-leaf-at-extreme.jpg,train
143,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Figure-1.-Typical-cedar-apple-rust-lesions-on-upper-surface-of-apple-leaf.jpg,train
144,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Figure-3.-Aecial-projections-on-the-underside-of-an-apple-leaf-with-cedar-apple-rust-disease-.jpg,train
145,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\frog-eye-leaf-spot-on-crabapple-grabowski.jpg,train
146,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\image1_14.jpeg.jpg,train
147,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\LIFH3.jpg,train
148,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\nPP7P.jpg,train
149,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\P1020430.jpg,train
150,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\P7290482.JPG.jpg,train
151,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\pix053.jpg,train
152,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\PLPATH-FRU-02-cedar-apple-rust-figure-1.jpg,train
153,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\quince5_600px.jpg,train
154,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Rust%20on%20Brandywine_ADJ.jpg,valid
155,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\Rust--CA.jpg,train
156,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\rust-0450.jpg,train
157,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\stock-photo-apple-leaf-damaged-by-apple-rust-mite-a-common-arthropod-in-european-apple-orchards-galls-698959369.jpg,train
158,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\thumb-20130802_111648.jpg,train
159,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\thumb-20130802_112143.jpg,train
160,Apple rust leaf,..\datasets\plantdoc-dataset\train\Apple rust leaf\tree-problems-cedar-apple-rust-apple-leaf-475x350.jpg,train
161,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\01Apple-scab-2-Venturia-inaequalis.ashxw=600&h=408&bc=ffffff.jpg,train
162,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\11NovMW_W4-A_4b.jpg,train
163,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\12-20_apple_scab1.jpg,train
164,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\500_F_125294801_k0A2teQwKxZfTV1pcaerZFf9Th04F04q.jpg,train
165,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\6A642AA3-1DB1-4413-B0B6-7FBB68A5904A_original.jpeg_1528657579.jpg,train
166,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\acfsca026527.jpg,valid
167,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple%20scab%20-%20early%20infection%20on%20leaves.JPG.jpg,train
168,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple%20scab%20-%20late%20season%20infection%20on%20petiole%20and%20leaf%20underside.JPG.jpg,train
169,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple%20scab%20MF821.JPG.jpg,train
170,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-disease-tree-fungus-906x391.jpg,train
171,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-disease.jpg,valid
172,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple-Scab-image-01.jpg,train
173,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple-Scab-image-02.jpg,train
174,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-leaf-big.jpg,train
175,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple-Scab-Mulrooney.jpg,train
176,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-obst-krankheit-m7akxy.jpg,valid
177,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple-scab-on-crab-apple.jpg,train
178,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-AW0TTX.jpg,train
179,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-bxbd0k.jpg,train
180,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-bxbd23.jpg,train
181,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-apple-leaf-X31BGG.jpg,train
182,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-aw08hw.jpg,train
183,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-venturia-inaequalis-leaf-symptoms-on-tree-dark-fungal-pustules-aceg6b.jpg,valid
184,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab-venturia-inaequalis-lesions-mycelium-on-leaves-a8h9nb.jpg,train
185,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple-Scab.jpg,train
186,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple-Scab1.jpg,train
187,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple-Scab_1_1.jpg,train
188,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple-scab_figure-2.jpg,train
189,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apples-severely-affected-by-apple-scab-venturia-inaequalis-dgk11a.jpg,train
190,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\applescab-500x383.jpg,train
191,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\applescab.jpg,train
192,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\AppleScab.JPG.jpg,train
193,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\applescab004.jpg,train
194,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\AppleScab02.jpg,train
195,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\AppleScab03.jpg,valid
196,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\AppleScab14.jpg,train
197,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\applescab2.jpg,train
198,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\applescableaf-pcd.jpg,train
199,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\applescableaf.jpg,train
200,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\applescabmalus1.jpg,valid
201,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\applescab_lf.jpg,train
202,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apples_apple-scab_02_zoom.jpg,train
203,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apples_apple-scab_03_zoom.jpg,train
204,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\appletree%20leaf.jpg,train
205,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple_scab.jpg,train
206,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple_scab.jpgt=1473441220256&width=300&height=200&name=Apple_scab.jpg,train
207,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple_scab1.jpg,train
208,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\Apple_Scab163.jpg,train
209,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple_scab2.jpg,train
210,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple_scab_1465_180.jpg,train
211,Apple Scab Leaf,..\datasets\plantdoc-dataset\train\Apple Scab Leaf\apple_scab_early_jc_sm.jpg,valid
